12.9414970,-0.1564487,6.9999990
13.1412643,-0.1511968,6.9999990
13.3409239,-0.1457086,6.9999990
13.5406189,-0.1399836,6.9999990
13.7403861,-0.1340243,6.9999990
13.9400052,-0.1278406,6.9999990
14.1396814,-0.1214293,6.9999990
14.3394478,-0.1147962,6.9999990
14.5390187,-0.1079622,6.9999990
14.7386882,-0.1009270,6.9999990
14.9384308,-0.0936899,6.9999990
15.1380008,-0.0862499,6.9999990
15.3376665,-0.0785973,6.9999990
15.5373494,-0.0707375,6.9999990
15.7369256,-0.0626789,6.9999990
15.9365709,-0.0544192,6.9999990
16.1362014,-0.0459676,6.9999990
16.3357784,-0.0373335,6.9999990
16.5353990,-0.0285221,6.9999990
16.7349890,-0.0195478,6.9999990
16.9345611,-0.0104235,6.9776797
17.1341556,-0.0011623,6.9314433
17.3337196,0.0082185,6.8194867
17.5332830,0.0177074,6.7068020
17.7328543,0.0272924,6.5935966
17.9324040,0.0369597,6.4792911
18.1319570,0.0466990,6.3642338
18.3315117,0.0565021,6.2485670
18.5310522,0.0663636,6.1314745
18.7305943,0.0762833,6.0136198
18.9301385,0.0862613,5.8949069
19.1296663,0.0962970,5.7745034
19.3291986,0.1063919,5.6531813
19.5287345,0.1165460,5.5305742
19.7282435,0.1267575,5.4060281
19.9277725,0.1370286,5.2803513
20.1272934,0.1473641,5.1528088
20.3267819,0.1577850,5.0232648
20.5263164,0.1683501,4.8924879
20.7257922,0.1791451,4.7594470
20.9252457,0.1903141,4.6247454
21.1247455,0.2020676,4.4889052
21.3240860,0.2146705,4.3510335
21.5234014,0.2285088,4.2125242
21.7226331,0.2440670,4.0734131
21.9215907,0.2619325,3.9345335
22.1203083,0.2828443,3.7963991
22.3185577,0.3076189,3.6594188
22.5161618,0.3371770,3.5251572
22.7127864,0.3725035,3.3925850
22.9080664,0.4146436,3.2631827
23.1014302,0.4646604,3.1370126
23.2922866,0.5236711,3.0127541
23.4796688,0.5926916,2.8917800
23.6622931,0.6725517,2.7774771
23.8401432,0.7646015,2.6683633
24.0099037,0.8683545,2.5774749
24.1718006,0.9865142,2.4947021
24.3214892,1.1189646,2.4253952
24.4571715,1.2675959,2.3673493
24.5736058,1.4293354,2.3127568
24.6704975,1.6068427,2.2526662
24.7447591,1.7966858,2.2007522
24.7958566,1.9888938,2.1788016
24.8372711,2.1762267,2.1891826
24.8787771,2.3680774,2.1921914
24.8997602,2.5645227,2.1950791
24.8964769,2.7663014,2.2017026
24.8685266,2.9675366,2.2116259
24.8182065,3.1598601,2.2282996
24.7455129,3.3465789,2.2579621
24.6526214,3.5240343,2.2992746
24.5427130,3.6906548,2.3595811
24.4177183,3.8470286,2.4253393
24.2805016,3.9924408,2.5026768
24.1335812,4.1276110,2.5856939
23.9788071,4.2536548,2.6744675
23.8181469,4.3714605,2.7684200
23.6514155,4.4821393,2.8638808
23.4804809,4.5850171,2.9617700
23.3049969,4.6811040,3.0589556
23.1261580,4.7702786,3.1552287
22.9440803,4.8528261,3.2469020
22.7593011,4.9286902,3.3367382
22.5715515,4.9980185,3.4186354
22.3817831,5.0604114,3.4971462
22.1896652,5.1158519,3.5668917
21.9954055,5.1640289,3.6267337
21.8004516,5.2043497,3.6793635
21.6022333,5.2369601,3.7124959
21.4042107,5.2609408,3.7371996
21.2051160,5.2762189,3.7464999
21.0044685,5.2825268,3.7418236
20.8053919,5.2797141,3.7307949
20.6064371,5.2679179,3.7152432
20.4067988,5.2472770,3.7063758
20.2094260,5.2186262,3.7033481
20.0139892,5.1827426,3.7066387
19.8193129,5.1396259,3.7159949
19.6268195,5.0890231,3.7313411
19.4369304,5.0310322,3.7487657
19.2481732,4.9649034,3.7677682
19.0610804,4.8902918,3.7880474
18.8800017,4.8088719,3.8101547
18.7011790,4.7191870,3.8332003
18.5254370,4.6217571,3.8570044
18.3552460,4.5184006,3.8820860
18.1880541,4.4082247,3.9025424
18.0251321,4.2923732,3.9163573
17.8662643,4.1708865,3.9794437
17.7110868,4.0450248,4.0321733
17.5578101,3.9166177,3.9864280
17.4036071,3.7890943,3.9022201
17.2474364,3.6654941,3.7909592
17.0863954,3.5456116,3.6958881
16.9217182,3.4320379,3.6073124
16.7536723,3.3261345,3.5262978
16.5785677,3.2267502,3.4557992
16.3996406,3.1366659,3.3894297
16.2176704,3.0566783,3.3267634
16.0316379,2.9868109,3.2661737
15.8406336,2.9271500,3.2036464
15.6474760,2.8779393,3.1805666
15.4520925,2.8387834,3.1702385
15.2548359,2.8099434,3.1619666
15.0559105,2.7918320,3.1544749
14.8557578,2.7850259,3.1463882
14.6563684,2.7899552,3.1330157
14.4578651,2.8068263,3.1359625
14.2601647,2.8357618,3.1663077
14.0638395,2.8762639,3.2229445
13.8708779,2.9268627,3.2964974
13.6806081,2.9866197,3.3710063
13.4924250,3.0550318,3.4451055
13.3075716,3.1311297,3.5172425
13.1263033,3.2142820,3.5883120
12.9476106,3.3045098,3.6594363
12.7725786,3.4008095,3.7314952
12.6009151,3.5027695,3.8076284
12.4320009,3.6101451,3.8868281
12.2665647,3.7217853,3.9749581
12.1037042,3.8375262,4.0699543
11.9429155,3.9565605,4.1706860
11.7840168,4.0774762,4.2428956
11.6257480,4.1997196,4.2476533
11.4677466,4.3220406,4.1106667
11.3089329,4.4436526,3.9768329
11.1490097,4.5630737,3.8451110
10.9863351,4.6797534,3.7217815
10.8208326,4.7919997,3.6033780
10.6523012,4.8983186,3.4902768
10.4783739,4.9985084,3.3857866
10.3007520,5.0900012,3.2870476
10.1192635,5.1715743,3.1962555
9.9311362,5.2430143,3.1182432
9.7397808,5.3018709,3.0484581
9.5462072,5.3474390,2.9865928
9.3503550,5.3798779,2.9293737
9.1508546,5.4000620,2.8657832
8.9516179,5.4090075,2.7947842
8.7527455,5.4078321,2.7129421
8.5548961,5.3945833,2.7146420
8.3589984,5.3657972,2.7350235
8.1645079,5.3205145,2.7565768
7.9724713,5.2591227,2.7746141
7.7871684,5.1834792,2.7826217
7.6090070,5.0947056,2.7985175
7.4359724,4.9924880,2.8360831
7.2711269,4.8800205,2.9352657
7.1121553,4.7587341,3.0400777
6.9583382,4.6302507,3.1483144
6.8101919,4.4965141,3.2579820
6.6666714,4.3573004,3.3693252
6.5279022,4.2136372,3.4847997
6.3928131,4.0663068,3.6050947
6.2604083,3.9166434,3.7286787
6.1290018,3.7654240,3.8579457
5.9980863,3.6144907,3.9470182
5.8658046,3.4640953,3.8916519
5.7309761,3.3154335,3.7924517
5.5947008,3.1720584,3.6609379
5.4506339,3.0298154,3.5392232
5.3027758,2.8947379,3.4221890
5.1508516,2.7681992,3.3113608
4.9916908,2.6490817,3.2092480
4.8260408,2.5381101,3.1213693
4.6553763,2.4360259,3.0470774
4.4788345,2.3433641,2.9834685
4.2960508,2.2615710,2.9267859
4.1080744,2.1923341,2.8735117
3.9170097,2.1371269,2.8161955
3.7212274,2.0961108,2.7655027
3.5222241,2.0703380,2.7235539
3.3232952,2.0604955,2.7262037
3.1234439,2.0663847,2.7290460
2.9244309,2.0878554,2.7319317
2.7282094,2.1244441,2.7248101
2.5350542,2.1760704,2.7423231
2.3465030,2.2419009,2.7868452
2.1627067,2.3208007,2.8679138
1.9843297,2.4108963,2.9477727
1.8116558,2.5108708,3.0225381
1.6443427,2.6207258,3.0685644
1.4839262,2.7396419,3.0931241
1.3310062,2.8676406,3.0907725
1.1859244,3.0052954,3.0832878
1.0502227,3.1514275,3.0838755
0.9237383,3.3059933,3.0941567
0.8070858,3.4677839,3.1181851
0.7003603,3.6363865,3.1475123
0.6035384,3.8115422,3.1811240
0.5172988,3.9913637,3.2185778
0.4411510,4.1758989,3.2572008
0.3748110,4.3648609,3.2965931
0.3185017,4.5561025,3.3362340
0.2714632,4.7502268,3.3755591
0.2333125,4.9468423,3.4146100
0.2038758,5.1438723,3.4532391
0.1824066,5.3426513,3.4922817
0.1685425,5.5420278,3.5321035
0.1617329,5.7413460,3.5405216
0.1611623,5.9417247,3.5307402
0.1660822,6.1407764,3.4357808
0.1762464,6.3406930,3.3283404
0.1882353,6.5402628,3.2006672
0.1948082,6.7400819,3.1309205
0.1922648,6.9399327,3.0907924
0.1795847,7.1390225,3.0504726
0.1564990,7.3376902,3.0072814
0.1231703,7.5347128,2.9522317
0.0795060,7.7302613,2.8830929
0.0255561,7.9225477,2.7964812
-0.0398624,8.1126820,2.6897605
-0.1160064,8.2956277,2.5737599
-0.2067171,8.4764445,2.4262020
-0.3106555,8.6479868,2.2561970
-0.4267525,8.8065909,2.0572666
-0.5605868,8.9584668,1.7732222
-0.7017147,9.0985894,1.4235878
-0.8459477,9.2331426,1.1580711
-1.0176916,9.3265377,1.3564742
-1.2109443,9.3827616,1.1912461
-1.4094373,9.3736362,1.1875431
-1.5880665,9.2853864,1.4217827
-1.7301932,9.1451107,1.6013468
-1.8407128,8.9790179,1.7665739
-1.9240147,8.7971984,1.9186803
-1.9829910,8.6062937,2.0509619
-2.0199808,8.4100746,2.1339363
-2.0336457,8.2117382,2.3415940
-2.0355952,8.0129143,2.5705536
-2.0357079,7.8115943,2.7875025
-2.0347126,7.6139984,2.9738311
-2.0319840,7.4137520,3.1483256
-2.0272436,7.2126950,3.3110387
-2.0207598,7.0136571,3.4580197
-2.0127305,6.8129626,3.6001815
-2.0035771,6.6133305,3.7312921
-1.9935456,6.4130828,3.8569159
-1.9831811,6.2137895,3.9767825
-1.9730056,6.0135695,4.0886035
-1.9635138,5.8149365,4.1966334
-1.9543855,5.6151966,4.2943118
-1.9443357,5.4159500,4.3839894
-1.9322128,5.2165691,4.4662618
-1.9173326,5.0172831,4.5325166
-1.8990267,4.8183103,4.5857580
-1.8767042,4.6197421,4.6122285
-1.8498661,4.4214533,4.5671368
-1.8181684,4.2244731,4.4911809
-1.7809034,4.0277059,4.4222981
-1.7377752,3.8324149,4.3901170
-1.6884529,3.6397185,4.2915706
