x,y,w_right,w_left
-1.1700,2.9100,0.9900,0.9900
-1.1700,2.9000,0.9900,0.9900
-1.1700,2.8900,0.9900,0.9900
-1.1700,2.8800,0.9900,0.9900
-1.1700,2.8700,0.9900,0.9900
-1.1600,2.8600,0.9800,0.9800
-1.1600,2.8500,0.9800,0.9800
-1.1600,2.8400,0.9800,0.9800
-1.1600,2.8300,0.9800,0.9800
-1.1600,2.8200,0.9800,0.9800
-1.1500,2.8100,0.9700,0.9700
-1.1500,2.8000,0.9700,0.9700
-1.1500,2.7900,0.9700,0.9700
-1.1500,2.7800,0.9700,0.9700
-1.1500,2.7700,0.9700,0.9700
-1.1400,2.7600,0.9600,0.9600
-1.1400,2.7500,0.9600,0.9600
-1.1400,2.7400,0.9600,0.9600
-1.1400,2.7300,0.9600,0.9600
-1.1400,2.7200,0.9600,0.9600
-1.1400,2.7100,0.9600,0.9600
-1.1300,2.7000,0.9502,0.9502
-1.1300,2.6900,0.9504,0.9504
-1.1300,2.6800,0.9508,0.9508
-1.1300,2.6700,0.9512,0.9512
-1.1300,2.6600,0.9517,0.9517
-1.1200,2.6500,0.9424,0.9424
-1.1200,2.6400,0.9431,0.9431
-1.1200,2.6300,0.9439,0.9439
-1.1200,2.6200,0.9448,0.9448
-1.1200,2.6100,0.9458,0.9458
-1.1100,2.6000,0.9370,0.9370
-1.1100,2.5900,0.9382,0.9382
-1.1100,2.5800,0.9395,0.9395
-1.1100,2.5700,0.9409,0.9409
-1.1100,2.5600,0.9424,0.9424
-1.1000,2.5500,0.9341,0.9341
-1.1000,2.5400,0.9358,0.9358
-1.1000,2.5300,0.9375,0.9375
-1.1000,2.5200,0.9394,0.9394
-1.1000,2.5100,0.9414,0.9414
-1.0900,2.5000,0.9337,0.9337
-1.0900,2.4900,0.9359,0.9359
-1.0900,2.4800,0.9381,0.9381
-1.0900,2.4700,0.9405,0.9405
-1.0900,2.4600,0.9429,0.9429
-1.0900,2.4500,0.9455,0.9455
-1.0800,2.4400,0.9385,0.9385
-1.0800,2.4300,0.9412,0.9412
-1.0800,2.4200,0.9440,0.9440
-1.0800,2.4100,0.9458,0.9458
-1.0800,2.4000,0.9469,0.9469
-1.0700,2.3900,0.9382,0.9382
-1.0700,2.3800,0.9395,0.9395
-1.0700,2.3700,0.9409,0.9409
-1.0700,2.3600,0.9424,0.9424
-1.0700,2.3500,0.9439,0.9439
-1.0600,2.3400,0.9358,0.9358
-1.0600,2.3300,0.9375,0.9375
-1.0600,2.3200,0.9394,0.9394
-1.0600,2.3100,0.9414,0.9414
-1.0600,2.3000,0.9435,0.9435
-1.0500,2.2900,0.9359,0.9359
-1.0500,2.2800,0.9381,0.9381
-1.0500,2.2700,0.9405,0.9405
-1.0500,2.2600,0.9429,0.9429
-1.0500,2.2500,0.9455,0.9455
-1.0400,2.2400,0.9385,0.9385
-1.0400,2.2300,0.9412,0.9412
-1.0400,2.2200,0.9440,0.9440
-1.0400,2.2100,0.9469,0.9469
-1.0300,2.2000,0.9404,0.9404
-1.0300,2.1900,0.9436,0.9436
-1.0300,2.1800,0.9468,0.9468
-1.0300,2.1700,0.9500,0.9500
-1.0300,2.1600,0.9534,0.9534
-1.0200,2.1500,0.9475,0.9475
-1.0200,2.1400,0.9511,0.9511
-1.0200,2.1300,0.9548,0.9548
-1.0200,2.1200,0.9576,0.9576
-1.0200,2.1100,0.9599,0.9599
-1.0100,2.1000,0.9526,0.9526
-1.0100,2.0900,0.9551,0.9551
-1.0100,2.0800,0.9577,0.9577
-1.0100,2.0700,0.9604,0.9604
-1.0100,2.0600,0.9632,0.9632
-1.0000,2.0500,0.9565,0.9565
-1.0000,2.0400,0.9595,0.9595
-1.0000,2.0300,0.9625,0.9625
-1.0000,2.0200,0.9657,0.9657
-1.0000,2.0100,0.9689,0.9689
-0.9900,2.0000,0.9628,0.9628
-0.9900,1.9900,0.9663,0.9663
-0.9900,1.9800,0.9698,0.9698
-0.9900,1.9700,0.9734,0.9734
-0.9800,1.9600,0.9678,0.9678
-0.9800,1.9500,0.9715,0.9715
-0.9700,1.9400,0.9662,0.9662
-0.9700,1.9300,0.9700,0.9700
-0.9700,1.9200,0.9728,0.9728
-0.9700,1.9100,0.9756,0.9756
-0.9700,1.9000,0.9786,0.9786
-0.9600,1.8900,0.9721,0.9721
-0.9600,1.8800,0.9752,0.9752
-0.9500,1.8700,0.9689,0.9689
-0.9500,1.8600,0.9722,0.9722
-0.9500,1.8500,0.9756,0.9756
-0.9500,1.8400,0.9791,0.9791
-0.9400,1.8300,0.9734,0.9734
-0.9400,1.8200,0.9770,0.9770
-0.9300,1.8100,0.9715,0.9715
-0.9300,1.8000,0.9754,0.9754
-0.9300,1.7900,0.9794,0.9794
-0.9200,1.7800,0.9742,0.9742
-0.9200,1.7700,0.9784,0.9784
-0.9200,1.7600,0.9826,0.9826
-0.9200,1.7500,0.9869,0.9869
-0.9100,1.7400,0.9823,0.9823
-0.9100,1.7300,0.9867,0.9867
-0.9000,1.7200,0.9824,0.9824
-0.9000,1.7100,0.9863,0.9863
-0.8900,1.7000,0.9808,0.9808
-0.8900,1.6900,0.9846,0.9846
-0.8900,1.6800,0.9885,0.9885
-0.8800,1.6700,0.9834,0.9834
-0.8800,1.6600,0.9875,0.9875
-0.8800,1.6500,0.9917,0.9917
-0.8700,1.6400,0.9869,0.9869
-0.8700,1.6300,0.9912,0.9912
-0.8600,1.6200,0.9867,0.9867
-0.8600,1.6100,0.9913,0.9913
-0.8500,1.6000,0.9871,0.9871
-0.8500,1.5900,0.9918,0.9918
-0.8500,1.5800,0.9966,0.9966
-0.8400,1.5700,0.9920,0.9920
-0.8400,1.5600,0.9948,0.9948
-0.8300,1.5500,0.9881,0.9881
-0.8300,1.5400,0.9911,0.9911
-0.8300,1.5300,0.9942,0.9942
-0.8200,1.5200,0.9878,0.9878
-0.8200,1.5100,0.9911,0.9911
-0.8100,1.5000,0.9850,0.9850
-0.8100,1.4900,0.9885,0.9885
-0.8000,1.4800,0.9827,0.9827
-0.8000,1.4700,0.9863,0.9863
-0.7900,1.4600,0.9808,0.9808
-0.7900,1.4500,0.9846,0.9846
-0.7800,1.4400,0.9794,0.9794
-0.7800,1.4300,0.9834,0.9834
-0.7800,1.4200,0.9875,0.9875
-0.7700,1.4100,0.9826,0.9826
-0.7700,1.4000,0.9869,0.9869
-0.7600,1.3900,0.9823,0.9823
-0.7600,1.3800,0.9867,0.9867
-0.7500,1.3700,0.9824,0.9824
-0.7500,1.3600,0.9871,0.9871
-0.7400,1.3500,0.9830,0.9830
-0.7400,1.3400,0.9878,0.9878
-0.7400,1.3300,0.9925,0.9925
-0.7300,1.3200,0.9875,0.9875
-0.7300,1.3100,0.9917,0.9917
-0.7200,1.3000,0.9869,0.9869
-0.7200,1.2900,0.9912,0.9912
-0.7100,1.2800,0.9867,0.9867
-0.7100,1.2700,0.9913,0.9913
-0.7000,1.2600,0.9863,0.9863
-0.7000,1.2500,0.9900,0.9900
-0.6900,1.2400,0.9846,0.9846
-0.6900,1.2300,0.9885,0.9885
-0.6800,1.2200,0.9834,0.9834
-0.6800,1.2100,0.9875,0.9875
-0.6700,1.2000,0.9826,0.9826
-0.6700,1.1900,0.9869,0.9869
-0.6600,1.1800,0.9823,0.9823
-0.6600,1.1700,0.9867,0.9867
-0.6500,1.1600,0.9824,0.9824
-0.6500,1.1500,0.9871,0.9871
-0.6400,1.1400,0.9830,0.9830
-0.6400,1.1300,0.9875,0.9875
-0.6300,1.1200,0.9826,0.9826
-0.6300,1.1100,0.9869,0.9869
-0.6200,1.1000,0.9823,0.9823
-0.6200,1.0900,0.9867,0.9867
-0.6100,1.0800,0.9823,0.9823
-0.6100,1.0700,0.9863,0.9863
-0.6100,1.0600,0.9900,0.9900
-0.6000,1.0500,0.9846,0.9846
-0.6000,1.0400,0.9885,0.9885
-0.5900,1.0300,0.9834,0.9834
-0.5900,1.0200,0.9875,0.9875
-0.5800,1.0100,0.9826,0.9826
-0.5800,1.0000,0.9869,0.9869
-0.5700,0.9900,0.9823,0.9823
-0.5700,0.9800,0.9867,0.9867
-0.5600,0.9700,0.9824,0.9824
-0.5600,0.9600,0.9871,0.9871
-0.5500,0.9500,0.9830,0.9830
-0.5500,0.9400,0.9867,0.9867
-0.5500,0.9300,0.9823,0.9823
-0.5400,0.9200,0.9869,0.9869
-0.5400,0.9100,0.9826,0.9826
-0.5300,0.9000,0.9875,0.9875
-0.5300,0.8900,0.9834,0.9834
-0.5200,0.8800,0.9878,0.9878
-0.5200,0.8700,0.9830,0.9830
-0.5100,0.8600,0.9871,0.9871
-0.5100,0.8500,0.9824,0.9824
-0.5000,0.8400,0.9867,0.9867
-0.5000,0.8300,0.9823,0.9823
-0.4900,0.8200,0.9869,0.9869
-0.4900,0.8100,0.9826,0.9826
-0.4800,0.8000,0.9875,0.9875
-0.4800,0.7900,0.9834,0.9834
-0.4700,0.7800,0.9885,0.9885
-0.4600,0.7700,0.9938,0.9938
-0.4600,0.7600,0.9900,0.9900
-0.4500,0.7500,0.9956,0.9956
-0.4400,0.7400,1.0002,1.0002
-0.4400,0.7300,0.9959,0.9959
-0.4400,0.7200,0.9917,0.9917
-0.4300,0.7100,0.9966,0.9966
-0.4300,0.7000,0.9925,0.9925
-0.4200,0.6900,0.9977,0.9977
-0.4100,0.6800,1.0015,1.0015
-0.4100,0.6700,0.9966,0.9966
-0.4000,0.6600,1.0006,1.0006
-0.4000,0.6500,0.9959,0.9959
-0.3900,0.6400,1.0002,1.0002
-0.3800,0.6300,1.0046,1.0046
-0.3800,0.6200,1.0002,1.0002
-0.3700,0.6100,1.0049,1.0049
-0.3700,0.6000,1.0007,1.0007
-0.3600,0.5900,1.0057,1.0057
-0.3600,0.5800,1.0015,1.0015
-0.3500,0.5700,1.0054,1.0054
-0.3400,0.5600,1.0094,1.0094
-0.3400,0.5500,1.0048,1.0048
-0.3300,0.5400,1.0091,1.0091
-0.3300,0.5300,1.0046,1.0046
-0.3200,0.5200,1.0091,1.0091
-0.3200,0.5100,1.0045,1.0045
-0.3100,0.5000,1.0079,1.0079
-0.3000,0.4900,1.0114,1.0114
-0.3000,0.4800,1.0064,1.0064
-0.2900,0.4700,1.0102,1.0102
-0.2800,0.4600,1.0141,1.0141
-0.2800,0.4500,1.0094,1.0094
-0.2700,0.4400,1.0136,1.0136
-0.2700,0.4300,1.0091,1.0091
-0.2600,0.4200,1.0136,1.0136
-0.2600,0.4100,1.0092,1.0092
-0.2500,0.4000,1.0140,1.0140
-0.2400,0.3900,1.0189,1.0189
-0.2400,0.3800,1.0149,1.0149
-0.2300,0.3700,1.0189,1.0189
-0.2200,0.3600,1.0229,1.0229
-0.2200,0.3500,1.0183,1.0183
-0.2100,0.3400,1.0225,1.0225
-0.2000,0.3300,1.0270,1.0270
-0.2000,0.3200,1.0226,1.0226
-0.1900,0.3100,1.0268,1.0268
-0.1900,0.3000,1.0216,1.0216
-0.1800,0.2900,1.0251,1.0251
-0.1800,0.2800,1.0200,1.0200
-0.1700,0.2700,1.0238,1.0238
-0.1600,0.2600,1.0277,1.0277
-0.1600,0.2500,1.0229,1.0229
-0.1500,0.2400,1.0271,1.0271
-0.1400,0.2300,1.0315,1.0315
-0.1400,0.2200,1.0261,1.0261
-0.1300,0.2100,1.0290,1.0290
-0.1300,0.2000,1.0236,1.0236
-0.1200,0.1900,1.0268,1.0268
-0.1200,0.1800,1.0216,1.0216
-0.1100,0.1700,1.0251,1.0251
-0.1000,0.1600,1.0287,1.0287
-0.1000,0.1500,1.0238,1.0238
-0.0900,0.1400,1.0277,1.0277
-0.0800,0.1300,1.0318,1.0318
-0.0700,0.1200,1.0360,1.0360
-0.0700,0.1100,1.0315,1.0315
-0.0600,0.1000,1.0360,1.0360
-0.0600,0.0900,1.0315,1.0315
-0.0500,0.0800,1.0360,1.0360
-0.0500,0.0700,1.0316,1.0316
-0.0400,0.0600,1.0364,1.0364
-0.0300,0.0500,1.0413,1.0413
-0.0300,0.0400,1.0365,1.0365
-0.0200,0.0300,1.0406,1.0406
-0.0100,0.0200,1.0449,1.0449
-0.0100,0.0100,1.0404,1.0404
