x,y,w_right,w_left
4.9000,4.5700,0.8105,0.8105
4.8900,4.5700,0.8109,0.8109
4.8800,4.5700,0.8114,0.8114
4.8700,4.5700,0.8120,0.8120
4.8600,4.5600,0.8227,0.8227
4.8500,4.5600,0.8235,0.8235
4.8400,4.5600,0.8244,0.8244
4.8300,4.5600,0.8254,0.8254
4.8200,4.5600,0.8242,0.8242
4.8100,4.5500,0.8317,0.8317
4.8000,4.5500,0.8296,0.8296
4.7900,4.5500,0.8276,0.8276
4.7800,4.5500,0.8257,0.8257
4.7700,4.5500,0.8240,0.8240
4.7600,4.5500,0.8223,0.8223
4.7500,4.5500,0.8207,0.8207
4.7400,4.5500,0.8192,0.8192
4.7300,4.5500,0.8179,0.8179
4.7200,4.5500,0.8166,0.8166
4.7100,4.5400,0.8254,0.8254
4.7000,4.5400,0.8244,0.8244
4.6900,4.5400,0.8235,0.8235
4.6800,4.5400,0.8227,0.8227
4.6700,4.5400,0.8220,0.8220
4.6600,4.5400,0.8214,0.8214
4.6500,4.5400,0.8209,0.8209
4.6400,4.5300,0.8305,0.8305
4.6300,4.5300,0.8302,0.8302
4.6200,4.5300,0.8301,0.8301
4.6100,4.5300,0.8300,0.8300
4.6000,4.5300,0.8291,0.8291
4.5900,4.5300,0.8278,0.8278
4.5800,4.5300,0.8266,0.8266
4.5700,4.5200,0.8354,0.8354
4.5600,4.5200,0.8343,0.8343
4.5500,4.5200,0.8334,0.8334
4.5400,4.5200,0.8326,0.8326
4.5300,4.5200,0.8319,0.8319
4.5200,4.5200,0.8313,0.8313
4.5100,4.5200,0.8309,0.8309
4.5000,4.5200,0.8305,0.8305
4.4900,4.5200,0.8302,0.8302
4.4800,4.5200,0.8301,0.8301
4.4700,4.5100,0.8400,0.8400
4.4600,4.5100,0.8400,0.8400
4.4500,4.5100,0.8400,0.8400
4.4400,4.5100,0.8400,0.8400
4.4300,4.5100,0.8400,0.8400
4.4200,4.5100,0.8400,0.8400
4.4100,4.5000,0.8500,0.8500
4.4000,4.5000,0.8500,0.8500
4.3900,4.5000,0.8500,0.8500
4.3800,4.5000,0.8500,0.8500
4.3700,4.5000,0.8500,0.8500
4.3600,4.5000,0.8500,0.8500
4.3500,4.5000,0.8500,0.8500
4.3400,4.5000,0.8489,0.8489
4.3300,4.5000,0.8476,0.8476
4.3200,4.5000,0.8464,0.8464
4.3100,4.5000,0.8453,0.8453
4.3000,4.5000,0.8443,0.8443
4.2900,4.4900,0.8534,0.8534
4.2800,4.4900,0.8526,0.8526
4.2700,4.4900,0.8519,0.8519
4.2600,4.4900,0.8513,0.8513
4.2500,4.4900,0.8508,0.8508
4.2400,4.4800,0.8590,0.8590
4.2300,4.4800,0.8571,0.8571
4.2200,4.4800,0.8552,0.8552
4.2100,4.4800,0.8535,0.8535
4.2000,4.4800,0.8519,0.8519
4.1900,4.4800,0.8504,0.8504
4.1800,4.4800,0.8489,0.8489
4.1700,4.4800,0.8476,0.8476
4.1600,4.4800,0.8464,0.8464
4.1500,4.4800,0.8453,0.8453
4.1400,4.4800,0.8443,0.8443
4.1300,4.4700,0.8534,0.8534
4.1200,4.4700,0.8526,0.8526
4.1100,4.4700,0.8519,0.8519
4.1000,4.4700,0.8513,0.8513
4.0900,4.4700,0.8508,0.8508
4.0800,4.4700,0.8505,0.8505
4.0700,4.4700,0.8502,0.8502
4.0600,4.4600,0.8601,0.8601
4.0500,4.4600,0.8600,0.8600
4.0400,4.4600,0.8600,0.8600
4.0300,4.4600,0.8600,0.8600
4.0200,4.4600,0.8590,0.8590
4.0100,4.4600,0.8571,0.8571
4.0000,4.4600,0.8552,0.8552
3.9900,4.4600,0.8535,0.8535
3.9800,4.4600,0.8519,0.8519
3.9700,4.4600,0.8504,0.8504
3.9600,4.4500,0.8589,0.8589
3.9500,4.4500,0.8575,0.8575
3.9400,4.4500,0.8563,0.8563
3.9300,4.4500,0.8552,0.8552
3.9200,4.4500,0.8543,0.8543
3.9100,4.4500,0.8534,0.8534
3.9000,4.4500,0.8526,0.8526
3.8900,4.4500,0.8519,0.8519
3.8800,4.4400,0.8613,0.8613
3.8700,4.4400,0.8608,0.8608
3.8600,4.4400,0.8605,0.8605
3.8500,4.4400,0.8602,0.8602
3.8400,4.4400,0.8601,0.8601
3.8300,4.4400,0.8600,0.8600
3.8200,4.4400,0.8600,0.8600
3.8100,4.4400,0.8600,0.8600
3.8000,4.4400,0.8600,0.8600
3.7900,4.4400,0.8600,0.8600
3.7800,4.4400,0.8600,0.8600
3.7700,4.4400,0.8600,0.8600
3.7600,4.4300,0.8700,0.8700
3.7500,4.4300,0.8700,0.8700
3.7400,4.4300,0.8700,0.8700
3.7300,4.4300,0.8700,0.8700
3.7200,4.4300,0.8701,0.8701
3.7100,4.4300,0.8702,0.8702
3.7000,4.4300,0.8705,0.8705
3.6900,4.4300,0.8705,0.8705
3.6800,4.4300,0.8702,0.8702
3.6700,4.4300,0.8701,0.8701
3.6600,4.4300,0.8700,0.8700
3.6500,4.4300,0.8700,0.8700
3.6400,4.4300,0.8688,0.8688
3.6300,4.4300,0.8669,0.8669
3.6200,4.4300,0.8651,0.8651
3.6100,4.4300,0.8634,0.8634
3.6000,4.4300,0.8618,0.8618
3.5900,4.4300,0.8603,0.8603
3.5800,4.4300,0.8589,0.8589
3.5700,4.4300,0.8575,0.8575
3.5600,4.4300,0.8563,0.8563
3.5500,4.4300,0.8552,0.8552
3.5400,4.4300,0.8543,0.8543
3.5300,4.4300,0.8534,0.8534
3.5200,4.4300,0.8526,0.8526
3.5100,4.4300,0.8519,0.8519
3.5000,4.4300,0.8513,0.8513
3.4900,4.4300,0.8508,0.8508
3.4800,4.4300,0.8505,0.8505
3.4700,4.4400,0.8402,0.8402
3.4600,4.4400,0.8401,0.8401
3.4500,4.4400,0.8400,0.8400
3.4400,4.4400,0.8400,0.8400
3.4300,4.4400,0.8390,0.8390
3.4200,4.4400,0.8377,0.8377
3.4100,4.4400,0.8365,0.8365
3.4000,4.4400,0.8354,0.8354
3.3900,4.4400,0.8343,0.8343
3.3800,4.4400,0.8334,0.8334
3.3700,4.4400,0.8326,0.8326
3.3600,4.4400,0.8319,0.8319
3.3500,4.4400,0.8313,0.8313
3.3400,4.4400,0.8309,0.8309
3.3300,4.4400,0.8305,0.8305
3.3200,4.4400,0.8302,0.8302
3.3100,4.4400,0.8301,0.8301
3.3000,4.4400,0.8300,0.8300
3.2900,4.4400,0.8300,0.8300
3.2800,4.4400,0.8300,0.8300
3.2700,4.4400,0.8300,0.8300
3.2600,4.4400,0.8291,0.8291
3.2500,4.4400,0.8278,0.8278
3.2400,4.4400,0.8266,0.8266
3.2300,4.4400,0.8254,0.8254
3.2200,4.4400,0.8244,0.8244
3.2100,4.4400,0.8235,0.8235
3.2000,4.4500,0.8127,0.8127
3.1900,4.4500,0.8120,0.8120
3.1800,4.4500,0.8114,0.8114
3.1700,4.4500,0.8109,0.8109
3.1600,4.4500,0.8105,0.8105
3.1500,4.4500,0.8102,0.8102
3.1400,4.4500,0.8101,0.8101
3.1300,4.4500,0.8100,0.8100
3.1200,4.4500,0.8100,0.8100
3.1100,4.4500,0.8100,0.8100
3.1000,4.4500,0.8100,0.8100
3.0900,4.4500,0.8100,0.8100
3.0800,4.4500,0.8100,0.8100
3.0700,4.4500,0.8100,0.8100
3.0600,4.4500,0.8100,0.8100
3.0500,4.4500,0.8100,0.8100
3.0400,4.4500,0.8100,0.8100
3.0300,4.4500,0.8100,0.8100
3.0200,4.4500,0.8100,0.8100
3.0100,4.4500,0.8100,0.8100
3.0000,4.4500,0.8100,0.8100
2.9900,4.4500,0.8100,0.8100
2.9800,4.4500,0.8100,0.8100
2.9700,4.4500,0.8100,0.8100
2.9600,4.4600,0.8000,0.8000
2.9500,4.4600,0.8000,0.8000
2.9400,4.4600,0.8000,0.8000
2.9300,4.4600,0.8000,0.8000
2.9200,4.4600,0.8000,0.8000
2.9100,4.4600,0.8000,0.8000
2.9000,4.4600,0.8000,0.8000
2.8900,4.4600,0.8000,0.8000
2.8800,4.4600,0.8000,0.8000
2.8700,4.4600,0.8000,0.8000
2.8600,4.4600,0.8001,0.8001
2.8500,4.4600,0.8002,0.8002
2.8400,4.4600,0.8005,0.8005
2.8300,4.4600,0.8009,0.8009
2.8200,4.4600,0.8014,0.8014
2.8100,4.4600,0.8020,0.8020
2.8000,4.4600,0.8027,0.8027
2.7900,4.4600,0.8035,0.8035
2.7800,4.4600,0.8045,0.8045
2.7700,4.4600,0.8055,0.8055
2.7600,4.4600,0.8067,0.8067
2.7500,4.4600,0.8080,0.8080
2.7400,4.4600,0.8093,0.8093
2.7300,4.4600,0.8100,0.8100
2.7200,4.4700,0.8000,0.8000
2.7100,4.4700,0.8000,0.8000
2.7000,4.4700,0.8000,0.8000
2.6900,4.4700,0.8000,0.8000
2.6800,4.4700,0.8000,0.8000
2.6700,4.4700,0.8000,0.8000
2.6600,4.4700,0.8000,0.8000
2.6500,4.4700,0.8000,0.8000
2.6400,4.4700,0.8000,0.8000
2.6300,4.4700,0.8000,0.8000
2.6200,4.4700,0.8000,0.8000
2.6100,4.4700,0.8000,0.8000
2.6000,4.4700,0.8000,0.8000
2.5900,4.4700,0.8000,0.8000
2.5800,4.4700,0.8000,0.8000
2.5700,4.4700,0.8000,0.8000
2.5600,4.4700,0.8001,0.8001
2.5500,4.4700,0.8002,0.8002
2.5400,4.4700,0.8005,0.8005
2.5300,4.4700,0.8009,0.8009
2.5200,4.4700,0.8014,0.8014
2.5100,4.4700,0.8020,0.8020
2.5000,4.4700,0.8027,0.8027
2.4900,4.4700,0.8035,0.8035
2.4800,4.4700,0.8045,0.8045
2.4700,4.4700,0.8055,0.8055
2.4600,4.4700,0.8067,0.8067
2.4500,4.4700,0.8080,0.8080
2.4400,4.4800,0.7994,0.7994
2.4300,4.4800,0.8000,0.8000
2.4200,4.4800,0.8000,0.8000
2.4100,4.4800,0.8000,0.8000
2.4000,4.4800,0.8000,0.8000
2.3900,4.4800,0.8000,0.8000
2.3800,4.4800,0.8000,0.8000
2.3700,4.4800,0.8000,0.8000
2.3600,4.4800,0.8000,0.8000
2.3500,4.4800,0.8000,0.8000
2.3400,4.4800,0.8000,0.8000
2.3300,4.4800,0.8000,0.8000
2.3200,4.4800,0.8000,0.8000
2.3100,4.4800,0.8000,0.8000
2.3000,4.4800,0.8000,0.8000
2.2900,4.4800,0.8001,0.8001
2.2800,4.4800,0.8002,0.8002
2.2700,4.4800,0.8005,0.8005
2.2600,4.4800,0.8009,0.8009
2.2500,4.4800,0.8014,0.8014
2.2400,4.4800,0.8020,0.8020
2.2300,4.4800,0.8027,0.8027
2.2200,4.4900,0.7936,0.7936
2.2100,4.4900,0.7945,0.7945
2.2000,4.4900,0.7956,0.7956
2.1900,4.4900,0.7968,0.7968
2.1800,4.4900,0.7981,0.7981
2.1700,4.4900,0.7994,0.7994
2.1600,4.4900,0.8000,0.8000
2.1500,4.4900,0.8000,0.8000
2.1400,4.4900,0.8000,0.8000
2.1300,4.4900,0.8000,0.8000
2.1200,4.4900,0.8000,0.8000
2.1100,4.4900,0.8000,0.8000
2.1000,4.4900,0.8000,0.8000
2.0900,4.4900,0.8000,0.8000
2.0800,4.4900,0.8000,0.8000
2.0700,4.4900,0.8000,0.8000
2.0600,4.4900,0.8000,0.8000
2.0500,4.4900,0.8000,0.8000
2.0400,4.4900,0.8000,0.8000
2.0300,4.4900,0.8000,0.8000
2.0200,4.4900,0.8000,0.8000
2.0100,4.4900,0.8000,0.8000
2.0000,4.4900,0.8000,0.8000
1.9900,4.5000,0.7900,0.7900
1.9800,4.5000,0.7900,0.7900
1.9700,4.5000,0.7900,0.7900
1.9600,4.5000,0.7900,0.7900
1.9500,4.5000,0.7900,0.7900
1.9400,4.5000,0.7900,0.7900
1.9300,4.5000,0.7900,0.7900
1.9200,4.5000,0.7900,0.7900
1.9100,4.5000,0.7900,0.7900
1.9000,4.5000,0.7900,0.7900
1.8900,4.5000,0.7900,0.7900
1.8800,4.5000,0.7900,0.7900
1.8700,4.5000,0.7900,0.7900
1.8600,4.5000,0.7900,0.7900
1.8500,4.5000,0.7900,0.7900
1.8400,4.5000,0.7900,0.7900
1.8300,4.5000,0.7900,0.7900
1.8200,4.5000,0.7901,0.7901
1.8100,4.5000,0.7902,0.7902
1.8000,4.5000,0.7905,0.7905
1.7900,4.5000,0.7909,0.7909
1.7800,4.5000,0.7914,0.7914
1.7700,4.5000,0.7920,0.7920
1.7600,4.5000,0.7927,0.7927
1.7500,4.5100,0.7836,0.7836
1.7400,4.5100,0.7846,0.7846
1.7300,4.5100,0.7857,0.7857
1.7200,4.5100,0.7868,0.7868
1.7100,4.5100,0.7881,0.7881
1.7000,4.5100,0.7896,0.7896
1.6900,4.5100,0.7911,0.7911
1.6800,4.5100,0.7927,0.7927
1.6700,4.5100,0.7944,0.7944
1.6600,4.5100,0.7956,0.7956
1.6500,4.5100,0.7968,0.7968
1.6400,4.5100,0.7981,0.7981
1.6300,4.5100,0.7994,0.7994
1.6200,4.5100,0.8000,0.8000
1.6100,4.5100,0.8000,0.8000
1.6000,4.5100,0.8000,0.8000
1.5900,4.5100,0.8000,0.8000
1.5800,4.5100,0.8000,0.8000
1.5700,4.5100,0.8000,0.8000
1.5600,4.5100,0.8000,0.8000
1.5500,4.5100,0.7999,0.7999
1.5400,4.5100,0.7974,0.7974
1.5300,4.5100,0.7950,0.7950
1.5200,4.5100,0.7927,0.7927
1.5100,4.5100,0.7905,0.7905
1.5000,4.5100,0.7884,0.7884
1.4900,4.5100,0.7865,0.7865
1.4800,4.5100,0.7846,0.7846
1.4700,4.5100,0.7828,0.7828
1.4600,4.5100,0.7812,0.7812
1.4500,4.5100,0.7797,0.7797
1.4400,4.5100,0.7782,0.7782
1.4300,4.5100,0.7769,0.7769
1.4200,4.5100,0.7757,0.7757
1.4100,4.5100,0.7746,0.7746
1.4000,4.5100,0.7737,0.7737
1.3900,4.5100,0.7728,0.7728
1.3800,4.5100,0.7721,0.7721
1.3700,4.5100,0.7714,0.7714
1.3600,4.5100,0.7709,0.7709
1.3500,4.5100,0.7705,0.7705
1.3400,4.5100,0.7702,0.7702
1.3300,4.5200,0.7801,0.7801
1.3200,4.5200,0.7800,0.7800
1.3100,4.5200,0.7800,0.7800
1.3000,4.5200,0.7800,0.7800
1.2900,4.5200,0.7800,0.7800
1.2800,4.5200,0.7800,0.7800
1.2700,4.5200,0.7800,0.7800
1.2600,4.5200,0.7800,0.7800
1.2500,4.5200,0.7800,0.7800
1.2400,4.5200,0.7800,0.7800
1.2300,4.5200,0.7800,0.7800
1.2200,4.5200,0.7800,0.7800
1.2100,4.5200,0.7800,0.7800
1.2000,4.5200,0.7800,0.7800
1.1900,4.5200,0.7800,0.7800
1.1800,4.5100,0.7700,0.7700
1.1700,4.5100,0.7700,0.7700
1.1600,4.5100,0.7700,0.7700
1.1500,4.5100,0.7700,0.7700
1.1400,4.5100,0.7700,0.7700
1.1300,4.5100,0.7700,0.7700
1.1200,4.5100,0.7700,0.7700
1.1100,4.5100,0.7700,0.7700
1.1000,4.5100,0.7700,0.7700
1.0900,4.5100,0.7700,0.7700
1.0800,4.5100,0.7700,0.7700
1.0700,4.5100,0.7700,0.7700
1.0600,4.5100,0.7700,0.7700
1.0500,4.5100,0.7700,0.7700
1.0400,4.5000,0.7600,0.7600
1.0300,4.5000,0.7600,0.7600
1.0200,4.5000,0.7599,0.7599
1.0100,4.5000,0.7584,0.7584
1.0000,4.5000,0.7571,0.7571
0.9900,4.5000,0.7559,0.7559
0.9800,4.5000,0.7548,0.7548
0.9700,4.5000,0.7538,0.7538
0.9600,4.5000,0.7529,0.7529
0.9500,4.5000,0.7521,0.7521
0.9400,4.5000,0.7515,0.7515
0.9300,4.5000,0.7509,0.7509
0.9200,4.5000,0.7505,0.7505
0.9100,4.5000,0.7502,0.7502
0.9000,4.5000,0.7501,0.7501
0.8900,4.4900,0.7400,0.7400
0.8800,4.4900,0.7400,0.7400
0.8700,4.4900,0.7400,0.7400
0.8600,4.4900,0.7400,0.7400
0.8500,4.4900,0.7400,0.7400
0.8400,4.4900,0.7400,0.7400
0.8300,4.4900,0.7400,0.7400
0.8200,4.4900,0.7400,0.7400
0.8100,4.4900,0.7400,0.7400
0.8000,4.4900,0.7400,0.7400
0.7900,4.4900,0.7400,0.7400
0.7800,4.4900,0.7400,0.7400
0.7700,4.4900,0.7400,0.7400
0.7600,4.4900,0.7400,0.7400
0.7500,4.4800,0.7300,0.7300
0.7400,4.4800,0.7300,0.7300
0.7300,4.4800,0.7300,0.7300
0.7200,4.4800,0.7300,0.7300
0.7100,4.4800,0.7301,0.7301
0.7000,4.4800,0.7302,0.7302
0.6900,4.4800,0.7305,0.7305
0.6800,4.4800,0.7310,0.7310
0.6700,4.4800,0.7315,0.7315
0.6600,4.4800,0.7322,0.7322
0.6500,4.4800,0.7329,0.7329
0.6400,4.4800,0.7338,0.7338
0.6300,4.4800,0.7349,0.7349
0.6200,4.4800,0.7360,0.7360
0.6100,4.4700,0.7273,0.7273
0.6000,4.4700,0.7287,0.7287
0.5900,4.4700,0.7302,0.7302
0.5800,4.4700,0.7319,0.7319
0.5700,4.4700,0.7336,0.7336
0.5600,4.4700,0.7355,0.7355
0.5500,4.4700,0.7374,0.7374
0.5400,4.4700,0.7395,0.7395
0.5300,4.4700,0.7417,0.7417
0.5200,4.4700,0.7440,0.7440
0.5100,4.4700,0.7465,0.7465
0.5000,4.4700,0.7490,0.7490
0.4900,4.4700,0.7516,0.7516
0.4800,4.4700,0.7544,0.7544
0.4700,4.4600,0.7477,0.7477
0.4600,4.4600,0.7507,0.7507
0.4500,4.4600,0.7538,0.7538
0.4400,4.4600,0.7570,0.7570
0.4300,4.4600,0.7603,0.7603
0.4200,4.4600,0.7638,0.7638
0.4100,4.4600,0.7658,0.7658
0.4000,4.4600,0.7670,0.7670
0.3900,4.4600,0.7683,0.7683
0.3800,4.4600,0.7698,0.7698
0.3700,4.4600,0.7713,0.7713
0.3600,4.4600,0.7730,0.7730
0.3500,4.4600,0.7748,0.7748
0.3400,4.4600,0.7766,0.7766
0.3300,4.4600,0.7786,0.7786
0.3200,4.4500,0.7710,0.7710
0.3100,4.4500,0.7732,0.7732
0.3000,4.4500,0.7756,0.7756
0.2900,4.4500,0.7780,0.7780
0.2800,4.4500,0.7806,0.7806
0.2700,4.4500,0.7832,0.7832
0.2600,4.4500,0.7860,0.7860
0.2500,4.4500,0.7889,0.7889
0.2400,4.4500,0.7919,0.7919
0.2300,4.4500,0.7949,0.7949
0.2200,4.4400,0.7877,0.7877
0.2100,4.4400,0.7896,0.7896
0.2000,4.4400,0.7911,0.7911
0.1900,4.4400,0.7927,0.7927
0.1800,4.4400,0.7944,0.7944
0.1700,4.4400,0.7963,0.7963
0.1600,4.4400,0.7963,0.7963
0.1500,4.4400,0.7944,0.7944
0.1400,4.4400,0.7927,0.7927
0.1300,4.4400,0.7911,0.7911
0.1200,4.4400,0.7896,0.7896
0.1100,4.4300,0.7981,0.7981
0.1000,4.4300,0.7968,0.7968
0.0900,4.4300,0.7956,0.7956
0.0800,4.4300,0.7945,0.7945
0.0700,4.4300,0.7936,0.7936
0.0600,4.4300,0.7927,0.7927
0.0500,4.4300,0.7905,0.7905
0.0400,4.4200,0.7982,0.7982
0.0300,4.4200,0.7963,0.7963
0.0200,4.4200,0.7944,0.7944
0.0100,4.4200,0.7927,0.7927
0.0000,4.4200,0.7911,0.7911
-0.0100,4.4200,0.7896,0.7896
-0.0200,4.4200,0.7881,0.7881
-0.0300,4.4100,0.7968,0.7968
-0.0400,4.4100,0.7956,0.7956
-0.0500,4.4100,0.7945,0.7945
-0.0600,4.4100,0.7927,0.7927
-0.0700,4.4100,0.7905,0.7905
-0.0800,4.4100,0.7884,0.7884
-0.0900,4.4100,0.7865,0.7865
-0.1000,4.4000,0.7944,0.7944
-0.1100,4.4000,0.7927,0.7927
-0.1200,4.4000,0.7911,0.7911
-0.1300,4.4000,0.7896,0.7896
-0.1400,4.4000,0.7881,0.7881
-0.1500,4.4000,0.7868,0.7868
-0.1600,4.3900,0.7956,0.7956
-0.1700,4.3900,0.7945,0.7945
-0.1800,4.3900,0.7936,0.7936
-0.1900,4.3900,0.7927,0.7927
-0.2000,4.3900,0.7920,0.7920
-0.2100,4.3900,0.7911,0.7911
-0.2200,4.3800,0.7994,0.7994
-0.2300,4.3800,0.7974,0.7974
-0.2400,4.3800,0.7950,0.7950
-0.2500,4.3700,0.8024,0.8024
-0.2600,4.3700,0.8003,0.8003
-0.2700,4.3700,0.7982,0.7982
-0.2800,4.3700,0.7963,0.7963
-0.2900,4.3600,0.8043,0.8043
-0.3000,4.3600,0.8026,0.8026
-0.3100,4.3600,0.8009,0.8009
-0.3200,4.3600,0.7994,0.7994
-0.3300,4.3600,0.7981,0.7981
-0.3400,4.3500,0.8067,0.8067
-0.3500,4.3500,0.8055,0.8055
-0.3600,4.3500,0.8045,0.8045
-0.3700,4.3500,0.8035,0.8035
-0.3800,4.3400,0.8127,0.8127
-0.3900,4.3400,0.8120,0.8120
-0.4000,4.3300,0.8214,0.8214
-0.4100,4.3300,0.8209,0.8209
-0.4200,4.3300,0.8205,0.8205
-0.4300,4.3300,0.8192,0.8192
-0.4400,4.3200,0.8278,0.8278
-0.4500,4.3200,0.8266,0.8266
-0.4600,4.3200,0.8254,0.8254
-0.4700,4.3100,0.8343,0.8343
-0.4800,4.3100,0.8334,0.8334
-0.4900,4.3000,0.8420,0.8420
-0.5000,4.3000,0.8405,0.8405
-0.5100,4.3000,0.8390,0.8390
-0.5200,4.2900,0.8476,0.8476
-0.5300,4.2900,0.8464,0.8464
-0.5400,4.2900,0.8453,0.8453
-0.5500,4.2800,0.8535,0.8535
-0.5600,4.2700,0.8618,0.8618
-0.5700,4.2700,0.8603,0.8603
-0.5800,4.2600,0.8688,0.8688
-0.5900,4.2600,0.8669,0.8669
-0.6000,4.2500,0.8749,0.8749
-0.6100,4.2500,0.8727,0.8727
-0.6200,4.2400,0.8798,0.8798
-0.6300,4.2300,0.8872,0.8872
-0.6400,4.2300,0.8849,0.8849
-0.6500,4.2200,0.8925,0.8925
-0.6600,4.2200,0.8904,0.8904
-0.6700,4.2100,0.8982,0.8982
-0.6800,4.2000,0.9062,0.9062
-0.6900,4.2000,0.9045,0.9045
-0.7000,4.1900,0.9127,0.9127
-0.7100,4.1800,0.9211,0.9211
-0.7200,4.1700,0.9296,0.9296
-0.7300,4.1700,0.9283,0.9283
-0.7400,4.1600,0.9370,0.9370
-0.7500,4.1500,0.9458,0.9458
-0.7600,4.1400,0.9548,0.9548
-0.7700,4.1300,0.9638,0.9638
-0.7800,4.1200,0.9730,0.9730
-0.7900,4.1100,0.9823,0.9823
-0.8000,4.1000,0.9917,0.9917
-0.8100,4.0900,1.0011,1.0011
-0.8200,4.0800,1.0086,1.0086
-0.8300,4.0700,1.0161,1.0161
-0.8400,4.0600,1.0238,1.0238
-0.8400,4.0500,1.0336,1.0336
-0.8500,4.0400,1.0414,1.0414
-0.8600,4.0300,1.0493,1.0493
-0.8700,4.0200,1.0526,1.0526
-0.8800,4.0100,1.0528,1.0528
-0.8800,4.0000,1.0459,1.0459
-0.8900,3.9900,1.0463,1.0463
-0.9000,3.9800,1.0469,1.0469
-0.9000,3.9700,1.0402,1.0402
-0.9100,3.9600,1.0411,1.0411
-0.9200,3.9500,1.0421,1.0421
-0.9200,3.9400,1.0357,1.0357
-0.9300,3.9300,1.0370,1.0370
-0.9300,3.9200,1.0307,1.0307
-0.9400,3.9100,1.0323,1.0323
-0.9400,3.9000,1.0261,1.0261
-0.9500,3.8900,1.0280,1.0280
-0.9500,3.8800,1.0220,1.0220
-0.9500,3.8700,1.0161,1.0161
-0.9600,3.8600,1.0183,1.0183
-0.9700,3.8500,1.0207,1.0207
-0.9700,3.8400,1.0150,1.0150
-0.9700,3.8300,1.0094,1.0094
-0.9800,3.8200,1.0122,1.0122
-0.9900,3.8100,1.0150,1.0150
-0.9900,3.8000,1.0094,1.0094
-0.9900,3.7900,1.0039,1.0039
-0.9900,3.7800,0.9984,0.9984
-1.0000,3.7700,1.0014,1.0014
-1.0000,3.7600,0.9960,0.9960
-1.0000,3.7500,0.9908,0.9908
-1.0100,3.7400,0.9942,0.9942
-1.0100,3.7300,0.9891,0.9891
-1.0100,3.7200,0.9841,0.9841
-1.0200,3.7100,0.9878,0.9878
-1.0200,3.7000,0.9830,0.9830
-1.0200,3.6900,0.9782,0.9782
-1.0200,3.6800,0.9735,0.9735
-1.0300,3.6700,0.9778,0.9778
-1.0300,3.6600,0.9733,0.9733
-1.0300,3.6500,0.9689,0.9689
-1.0400,3.6400,0.9735,0.9735
-1.0400,3.6300,0.9693,0.9693
-1.0400,3.6200,0.9651,0.9651
-1.0400,3.6100,0.9610,0.9610
-1.0500,3.6000,0.9662,0.9662
-1.0500,3.5900,0.9623,0.9623
-1.0500,3.5800,0.9585,0.9585
-1.0600,3.5700,0.9640,0.9640
-1.0600,3.5600,0.9604,0.9604
-1.0600,3.5500,0.9569,0.9569
-1.0600,3.5400,0.9534,0.9534
-1.0700,3.5300,0.9595,0.9595
-1.0700,3.5200,0.9562,0.9562
-1.0700,3.5100,0.9530,0.9530
-1.0800,3.5000,0.9595,0.9595
-1.0800,3.4900,0.9565,0.9565
-1.0800,3.4800,0.9536,0.9536
-1.0800,3.4700,0.9508,0.9508
-1.0900,3.4600,0.9577,0.9577
-1.0900,3.4500,0.9551,0.9551
-1.0900,3.4400,0.9526,0.9526
-1.0900,3.4300,0.9502,0.9502
-1.1000,3.4200,0.9576,0.9576
-1.1000,3.4100,0.9554,0.9554
-1.1000,3.4000,0.9532,0.9532
-1.1000,3.3900,0.9512,0.9512
-1.1100,3.3800,0.9591,0.9591
-1.1100,3.3700,0.9572,0.9572
-1.1100,3.3600,0.9555,0.9555
-1.1100,3.3500,0.9538,0.9538
-1.1200,3.3400,0.9621,0.9621
-1.1200,3.3300,0.9607,0.9607
-1.1200,3.3200,0.9593,0.9593
-1.1200,3.3100,0.9580,0.9580
-1.1300,3.3000,0.9668,0.9668
-1.1300,3.2900,0.9657,0.9657
-1.1300,3.2800,0.9647,0.9647
-1.1300,3.2700,0.9638,0.9638
-1.1300,3.2600,0.9630,0.9630
-1.1400,3.2500,0.9723,0.9723
-1.1400,3.2400,0.9717,0.9717
-1.1400,3.2300,0.9712,0.9712
-1.1400,3.2200,0.9707,0.9707
-1.1400,3.2100,0.9704,0.9704
-1.1500,3.2000,0.9802,0.9802
-1.1500,3.1900,0.9800,0.9800
-1.1500,3.1800,0.9791,0.9791
-1.1500,3.1700,0.9779,0.9779
-1.1500,3.1600,0.9767,0.9767
-1.1500,3.1500,0.9756,0.9756
-1.1600,3.1400,0.9846,0.9846
-1.1600,3.1300,0.9837,0.9837
-1.1600,3.1200,0.9830,0.9830
-1.1600,3.1100,0.9823,0.9823
-1.1600,3.1000,0.9817,0.9817
-1.1600,3.0900,0.9812,0.9812
-1.1600,3.0800,0.9807,0.9807
-1.1700,3.0700,0.9904,0.9904
-1.1700,3.0600,0.9902,0.9902
-1.1700,3.0500,0.9900,0.9900
-1.1700,3.0400,0.9900,0.9900
-1.1700,3.0300,0.9900,0.9900
-1.1700,3.0200,0.9900,0.9900
-1.1700,3.0100,0.9900,0.9900
-1.1700,3.0000,0.9900,0.9900
-1.1800,2.9900,1.0000,1.0000
-1.1800,2.9800,1.0000,1.0000
-1.1800,2.9700,1.0000,1.0000
-1.1800,2.9600,1.0000,1.0000
-1.1800,2.9500,1.0000,1.0000
-1.1800,2.9400,1.0000,1.0000
-1.1800,2.9300,1.0000,1.0000
-1.1700,2.9200,0.9900,0.9900
