x,y,idx,heading_rad,curvature_1_per_m,speed_advisory_m_per_s,left_x,left_y,right_x,right_y
22.276699520665883,0.0,0,0.9413434205828622,0.060807054376008716,40.0,19.0697321115,2.3355610204003274,25.483666929831767,-2.3355610204003274
22.37396276947243,0.13355252391510158,1,0.9514203958498293,0.09222130308369628,40.0,19.12672797108783,2.448724718830962,25.62119756785703,-2.1816196710007594
22.46794416061529,0.26823760721211337,2,0.9718172236073804,0.12567217698754804,40.0,19.15717174866502,2.528300416899811,25.778716572565557,-1.991825202475584
22.558585028550937,0.4040061942153149,3,0.9925786826143957,0.12866153634404057,40.0,19.18452728910484,2.6059972285903448,25.932642767997034,-1.7979848401597152
22.645830186533626,0.5408080732673586,4,1.0136994408244695,0.1316514194070662,40.0,19.20886864775145,2.6817348680740403,26.0827917253158,-1.600118721539323
22.729627979246334,0.6785919691450835,5,1.0351730506439323,0.13463185082332133,40.0,19.23027921869438,2.755440770633573,26.228976739798288,-1.3982568323434064
22.809930329939707,0.8173056367986584,6,1.0569918779807437,0.13759196839991547,40.0,19.248851355775095,2.8270510687630486,26.37100930410432,-1.1924397951657317
22.88669278202263,0.9568959562332818,7,1.0791470366929918,0.14052005740842155,40.0,19.26468587753122,2.8965115559398966,26.508699686514042,-0.9827196434733328
22.959874535057704,1.0973090283510927,8,1.1016283299216665,0.14340360282409695,40.0,19.277891451540377,2.9637786217366315,26.64185761857503,-0.769160565034446
23.029438475124397,1.2384902715697077,9,1.124424199851538,0.14622936083381421,40.0,19.288583855731854,3.0288201403339237,26.77029309451694,-0.551839597194508
23.095351199522433,1.3803845190329278,10,1.1475216874684302,0.14898345054017492,40.0,19.29688511675241,3.0916162931920743,26.893817282292456,-0.33084725512621893
23.157583035797405,1.5229361162286295,11,1.1709064038634325,0.15165146627788165,40.0,19.30292252837203,3.1521603057449683,27.01224354322278,-0.10628807328770917
23.216108055080596,1.66608901882869,12,1.1945625145702288,0.15421861034897957,40.0,19.30682755613892,3.2104590775988884,27.125388554022273,0.12171896005849181
23.270904079744387,1.809786890565979,13,1.218472738305421,0.15666984528029698,40.0,19.30873463795805,3.266533685947981,27.233073521530724,0.35304009518397694
23.321952685384364,1.9539732009639856,14,1.2426183613090698,0.15899006394054185,40.0,19.30877989386615,3.320419742847405,27.33512547690258,0.5875266590805659
23.36923919714894,2.098591322735538,15,1.2669792682553724,0.1611642750576776,40.0,19.30709976186975,3.372167588664743,27.431378632428128,0.8250150568063335
23.41275268044676,2.2435846286683265,16,1.2915339904220546,0.16317780087313788,40.0,19.30382958014668,3.4218423064933194,27.521675780746843,1.0653269508433334
23.45248592607158,2.3888965878165003,17,1.3162597714747573,0.1650164829138579,40.0,19.299102139019105,3.469523545555547,27.605869713124058,1.3082696300774534
23.488435429793853,2.5344708608195643,18,1.3411326508499857,0.1666668912009711,40.0,19.29304622870854,3.515305145587316,27.683824630879165,1.5536365760518127
23.520601366477315,2.680251394172043,19,1.3661275643153912,0.1681165316856652,40.0,19.285785210815234,3.559294558787643,27.755417522139396,1.8012082295564436
23.54898755878827,2.826182513270014,20,1.391218460863636,0.1693540463587952,40.0,19.27743564257524,3.6016120709947788,27.820539475001297,2.050752955545249
23.573601440573924,2.9722090140634925,21,1.4163784346711115,0.17036940035149642,40.0,19.268105983117685,3.6423898291284607,27.879096898030163,2.3020281989985243
23.594454014995325,3.1182762531469654,22,1.4415798704414897,0.1711540504631121,40.0,19.2578954100958,3.681770687405188,27.93101261989485,2.554781818888743
23.611559807508883,3.2643302361238615,23,1.4667946000762526,0.17170108992277816,40.0,19.24689277316802,3.719906890141788,27.976226841849744,2.808753582105935
23.62493681379898,3.410317704084696,24,1.491994068283431,0.1720053648069796,40.0,19.235175707891703,3.756958613882085,28.014697919706254,3.0636767942873067
23.63460644277248,3.556186218042739,25,1.5171495044696126,0.17206355839026877,40.0,19.22280992974652,3.7930923958656035,28.04640295579844,3.319280040219874
23.640593454734095,3.7018842411755646,26,1.5422320980723536,0.17187424074130997,40.0,19.209848723370524,3.8284794792911567,28.071338186097666,3.5752890030599724
23.64292589486906,3.8473612187255575,27,1.5672131743861013,0.17143788204986363,40.0,19.196332636860298,3.863294108256339,28.08951915287782,3.831428329194776
23.64163502216759,3.9925676554174903,28,1.5920643679236313,0.17075682942515713,40.0,19.182289385384436,3.8977118065406215,28.100980658950746,4.0874235042943585
23.636755233932472,4.137455190256552,29,1.6167577904351997,0.1698352481628798,40.0,19.167733962635197,3.9319076744967427,28.10577650522975,4.343002706016361
23.628323986018525,4.281976668575769,30,1.6412661908757518,0.16867902967959553,40.0,19.152668953052867,3.966054737227201,28.103979018984184,4.597898599924338
23.61638170895919,4.426086211207488,31,1.6655631048592165,0.1672956693855696,40.0,19.1370850325429,4.000322375016845,28.09567838537548,4.8518500473981305
23.600971720142024,4.569739280659641,32,1.689622991453686,0.16569411866799316,40.0,19.12096164078493,4.034874863809375,28.080981799499117,5.104603697509906
23.582140132201133,4.712892744183706,33,1.713421355541413,0.16388461584174252,40.0,19.10426780438133,4.069870049512296,28.060012460020936,5.355915438855115
23.559935757800165,4.855504933627712,34,1.73693485437245,0.16187850136422832,40.0,19.08696308713772,4.1054581753197,28.032908428462612,5.605551691935724
23.534410010985262,4.9975357019742415,35,1.7601413873653955,0.15968802281072342,40.0,19.068998641782272,4.141780876272574,27.99982138018825,5.853290527675909
23.50561680529231,5.138946476470191,36,1.7830201686357894,0.15732613505960363,40.0,19.050318336431317,4.17897035016456,27.9609152741533,6.098922602775822
