# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.0700,0.1100,0.6906,0.6906
-0.0600,0.1100,0.6871,0.6871
-0.0500,0.1000,0.6877,0.6877
-0.0400,0.1000,0.6872,0.6872
-0.0300,0.0900,0.6855,0.6855
-0.0200,0.0900,0.6879,0.6879
-0.0100,0.0800,0.6839,0.6839
0.0000,0.0800,0.6879,0.6879
0.0100,0.0800,0.6855,0.6855
0.0200,0.0700,0.6826,0.6826
0.0300,0.0700,0.6845,0.6845
0.0400,0.0600,0.6767,0.6767
0.0500,0.0600,0.6788,0.6788
0.0600,0.0600,0.6810,0.6810
0.0700,0.0500,0.6737,0.6737
0.0800,0.0500,0.6762,0.6762
0.0900,0.0500,0.6788,0.6788
0.1000,0.0400,0.6720,0.6720
0.1100,0.0400,0.6749,0.6749
0.1200,0.0400,0.6779,0.6779
0.1300,0.0300,0.6716,0.6716
0.1400,0.0300,0.6749,0.6749
0.1500,0.0300,0.6783,0.6783
0.1600,0.0200,0.6725,0.6725
0.1700,0.0200,0.6762,0.6762
0.1800,0.0200,0.6778,0.6778
0.1900,0.0100,0.6694,0.6694
0.2000,0.0100,0.6710,0.6710
0.2100,0.0100,0.6723,0.6723
0.2200,0.0100,0.6732,0.6732
0.2300,0.0000,0.6642,0.6642
0.2400,0.0000,0.6653,0.6653
0.2500,0.0000,0.6666,0.6666
0.2600,-0.0100,0.6580,0.6580
0.2700,-0.0100,0.6595,0.6595
0.2800,-0.0100,0.6612,0.6612
0.2900,-0.0200,0.6531,0.6531
0.3000,-0.0200,0.6550,0.6550
0.3100,-0.0200,0.6566,0.6566
0.3200,-0.0200,0.6580,0.6580
0.3300,-0.0300,0.6497,0.6497
0.3400,-0.0300,0.6511,0.6511
0.3500,-0.0300,0.6517,0.6517
0.3600,-0.0400,0.6424,0.6424
0.3700,-0.0400,0.6433,0.6433
0.3800,-0.0400,0.6443,0.6443
0.3900,-0.0400,0.6455,0.6455
0.4000,-0.0500,0.6368,0.6368
0.4100,-0.0500,0.6382,0.6382
0.4200,-0.0500,0.6398,0.6398
0.4300,-0.0500,0.6415,0.6415
0.4400,-0.0600,0.6335,0.6335
0.4500,-0.0600,0.6355,0.6355
0.4600,-0.0600,0.6376,0.6376
0.4700,-0.0600,0.6398,0.6398
0.4800,-0.0700,0.6300,0.6300
0.4900,-0.0700,0.6300,0.6300
0.5000,-0.0700,0.6300,0.6300
0.5100,-0.0700,0.6300,0.6300
0.5200,-0.0700,0.6300,0.6300
0.5300,-0.0800,0.6200,0.6200
0.5400,-0.0800,0.6200,0.6200
0.5500,-0.0800,0.6201,0.6201
0.5600,-0.0800,0.6203,0.6203
0.5700,-0.0900,0.6106,0.6106
0.5800,-0.0900,0.6111,0.6111
0.5900,-0.0900,0.6118,0.6118
0.6000,-0.0900,0.6125,0.6125
0.6100,-0.1000,0.6035,0.6035
0.6200,-0.1000,0.6046,0.6046
0.6300,-0.1000,0.6058,0.6058
0.6400,-0.1000,0.6071,0.6071
0.6500,-0.1000,0.6086,0.6086
0.6600,-0.1100,0.6000,0.6000
0.6700,-0.1100,0.6000,0.6000
0.6800,-0.1100,0.6000,0.6000
0.6900,-0.1100,0.6001,0.6001
0.7000,-0.1100,0.6003,0.6003
0.7100,-0.1200,0.5907,0.5907
0.7200,-0.1200,0.5912,0.5912
0.7300,-0.1200,0.5918,0.5918
0.7400,-0.1200,0.5926,0.5926
0.7500,-0.1200,0.5935,0.5935
0.7600,-0.1300,0.5847,0.5847
0.7700,-0.1300,0.5859,0.5859
0.7800,-0.1300,0.5873,0.5873
0.7900,-0.1300,0.5888,0.5888
0.8000,-0.1300,0.5905,0.5905
0.8100,-0.1300,0.5923,0.5923
0.8200,-0.1300,0.5943,0.5943
0.8300,-0.1400,0.5866,0.5866
0.8400,-0.1400,0.5888,0.5888
0.8500,-0.1400,0.5912,0.5912
0.8600,-0.1400,0.5935,0.5935
0.8700,-0.1400,0.5946,0.5946
0.8800,-0.1400,0.5958,0.5958
0.8900,-0.1500,0.5873,0.5873
0.9000,-0.1500,0.5888,0.5888
0.9100,-0.1500,0.5905,0.5905
0.9200,-0.1500,0.5918,0.5918
0.9300,-0.1600,0.5826,0.5826
0.9400,-0.1600,0.5836,0.5836
0.9500,-0.1600,0.5847,0.5847
0.9600,-0.1600,0.5859,0.5859
0.9700,-0.1600,0.5873,0.5873
0.9800,-0.1600,0.5888,0.5888
0.9900,-0.1600,0.5905,0.5905
1.0000,-0.1600,0.5923,0.5923
1.0100,-0.1700,0.5845,0.5845
1.0200,-0.1700,0.5866,0.5866
1.0300,-0.1700,0.5888,0.5888
1.0400,-0.1700,0.5900,0.5900
1.0500,-0.1700,0.5900,0.5900
1.0600,-0.1700,0.5900,0.5900
1.0700,-0.1800,0.5800,0.5800
1.0800,-0.1800,0.5800,0.5800
1.0900,-0.1800,0.5800,0.5800
1.1000,-0.1800,0.5800,0.5800
1.1100,-0.1800,0.5800,0.5800
1.1200,-0.1900,0.5700,0.5700
1.1300,-0.1900,0.5700,0.5700
1.1400,-0.1900,0.5700,0.5700
1.1500,-0.1900,0.5700,0.5700
1.1600,-0.1900,0.5700,0.5700
1.1700,-0.1900,0.5700,0.5700
1.1800,-0.1900,0.5700,0.5700
1.1900,-0.1900,0.5700,0.5700
1.2000,-0.2000,0.5601,0.5601
1.2100,-0.2000,0.5603,0.5603
1.2200,-0.2000,0.5607,0.5607
1.2300,-0.2000,0.5612,0.5612
1.2400,-0.2000,0.5619,0.5619
1.2500,-0.2100,0.5528,0.5528
1.2600,-0.2100,0.5538,0.5538
1.2700,-0.2100,0.5549,0.5549
1.2800,-0.2100,0.5562,0.5562
1.2900,-0.2100,0.5576,0.5576
1.3000,-0.2200,0.5494,0.5494
1.3100,-0.2200,0.5512,0.5512
1.3200,-0.2200,0.5531,0.5531
1.3300,-0.2200,0.5551,0.5551
1.3400,-0.2200,0.5573,0.5573
1.3500,-0.2200,0.5592,0.5592
1.3600,-0.2200,0.5610,0.5610
1.3700,-0.2200,0.5629,0.5629
1.3800,-0.2300,0.5551,0.5551
1.3900,-0.2300,0.5573,0.5573
1.4000,-0.2300,0.5592,0.5592
1.4100,-0.2300,0.5600,0.5600
1.4200,-0.2300,0.5600,0.5600
1.4300,-0.2300,0.5600,0.5600
1.4400,-0.2300,0.5600,0.5600
1.4500,-0.2400,0.5500,0.5500
1.4600,-0.2400,0.5500,0.5500
1.4700,-0.2400,0.5500,0.5500
1.4800,-0.2400,0.5500,0.5500
1.4900,-0.2400,0.5500,0.5500
1.5000,-0.2500,0.5400,0.5400
1.5100,-0.2500,0.5400,0.5400
1.5200,-0.2500,0.5400,0.5400
1.5300,-0.2500,0.5400,0.5400
1.5400,-0.2500,0.5400,0.5400
1.5500,-0.2500,0.5400,0.5400
1.5600,-0.2500,0.5400,0.5400
1.5700,-0.2500,0.5400,0.5400
1.5800,-0.2600,0.5300,0.5300
1.5900,-0.2600,0.5300,0.5300
1.6000,-0.2600,0.5300,0.5300
1.6100,-0.2600,0.5300,0.5300
1.6200,-0.2600,0.5300,0.5300
1.6300,-0.2600,0.5300,0.5300
1.6400,-0.2600,0.5300,0.5300
1.6500,-0.2600,0.5300,0.5300
1.6600,-0.2600,0.5300,0.5300
1.6700,-0.2600,0.5300,0.5300
1.6800,-0.2600,0.5300,0.5300
1.6900,-0.2600,0.5300,0.5300
1.7000,-0.2700,0.5200,0.5200
1.7100,-0.2700,0.5200,0.5200
1.7200,-0.2700,0.5200,0.5200
1.7300,-0.2700,0.5200,0.5200
1.7400,-0.2700,0.5200,0.5200
1.7500,-0.2700,0.5200,0.5200
1.7600,-0.2700,0.5200,0.5200
1.7700,-0.2700,0.5200,0.5200
1.7800,-0.2700,0.5200,0.5200
1.7900,-0.2700,0.5200,0.5200
1.8000,-0.2800,0.5100,0.5100
1.8100,-0.2800,0.5100,0.5100
1.8200,-0.2800,0.5100,0.5100
1.8300,-0.2800,0.5100,0.5100
1.8400,-0.2800,0.5100,0.5100
1.8500,-0.2800,0.5101,0.5101
1.8600,-0.2800,0.5103,0.5103
1.8700,-0.2800,0.5107,0.5107
1.8800,-0.2800,0.5113,0.5113
1.8900,-0.2900,0.5021,0.5021
1.9000,-0.2900,0.5030,0.5030
1.9100,-0.2900,0.5041,0.5041
1.9200,-0.2900,0.5053,0.5053
1.9300,-0.2900,0.5067,0.5067
1.9400,-0.2900,0.5083,0.5083
1.9500,-0.2900,0.5100,0.5100
1.9600,-0.2900,0.5100,0.5100
1.9700,-0.2900,0.5100,0.5100
1.9800,-0.2900,0.5100,0.5100
1.9900,-0.2900,0.5100,0.5100
2.0000,-0.2900,0.5100,0.5100
2.0100,-0.2900,0.5100,0.5100
2.0200,-0.2900,0.5100,0.5100
2.0300,-0.2900,0.5100,0.5100
2.0400,-0.2900,0.5100,0.5100
2.0500,-0.2900,0.5100,0.5100
2.0600,-0.2900,0.5100,0.5100
2.0700,-0.2900,0.5100,0.5100
2.0800,-0.3000,0.5000,0.5000
2.0900,-0.3000,0.5000,0.5000
2.1000,-0.3000,0.5000,0.5000
2.1100,-0.3000,0.5000,0.5000
2.1200,-0.3000,0.5000,0.5000
2.1300,-0.3000,0.5000,0.5000
2.1400,-0.3000,0.5000,0.5000
2.1500,-0.3000,0.5000,0.5000
2.1600,-0.3000,0.5000,0.5000
2.1700,-0.3000,0.5000,0.5000
2.1800,-0.3000,0.5000,0.5000
2.1900,-0.3000,0.5000,0.5000
2.2000,-0.3000,0.5000,0.5000
2.2100,-0.3000,0.5000,0.5000
2.2200,-0.3100,0.4900,0.4900
2.2300,-0.3100,0.4900,0.4900
2.2400,-0.3100,0.4900,0.4900
2.2500,-0.3100,0.4900,0.4900
2.2600,-0.3100,0.4900,0.4900
2.2700,-0.3100,0.4900,0.4900
2.2800,-0.3100,0.4900,0.4900
2.2900,-0.3100,0.4900,0.4900
2.3000,-0.3100,0.4900,0.4900
2.3100,-0.3100,0.4900,0.4900
2.3200,-0.3100,0.4900,0.4900
2.3300,-0.3100,0.4900,0.4900
2.3400,-0.3100,0.4900,0.4900
2.3500,-0.3100,0.4900,0.4900
2.3600,-0.3100,0.4900,0.4900
2.3700,-0.3100,0.4900,0.4900
2.3800,-0.3100,0.4900,0.4900
2.3900,-0.3100,0.4900,0.4900
2.4000,-0.3100,0.4900,0.4900
2.4100,-0.3100,0.4900,0.4900
2.4200,-0.3100,0.4900,0.4900
2.4300,-0.3100,0.4900,0.4900
2.4400,-0.3100,0.4900,0.4900
2.4500,-0.3100,0.4900,0.4900
2.4600,-0.3100,0.4900,0.4900
2.4700,-0.3100,0.4900,0.4900
2.4800,-0.3100,0.4900,0.4900
2.4900,-0.3100,0.4900,0.4900
2.5000,-0.3100,0.4900,0.4900
2.5100,-0.3100,0.4900,0.4900
2.5200,-0.3100,0.4900,0.4900
2.5300,-0.3100,0.4900,0.4900
2.5400,-0.3100,0.4894,0.4894
2.5500,-0.3100,0.4869,0.4869
2.5600,-0.3100,0.4846,0.4846
2.5700,-0.3100,0.4825,0.4825
2.5800,-0.3100,0.4805,0.4805
2.5900,-0.3100,0.4787,0.4787
2.6000,-0.3100,0.4771,0.4771
2.6100,-0.3100,0.4756,0.4756
2.6200,-0.3100,0.4743,0.4743
2.6300,-0.3100,0.4731,0.4731
2.6400,-0.3100,0.4722,0.4722
2.6500,-0.3100,0.4714,0.4714
2.6600,-0.3100,0.4708,0.4708
2.6700,-0.3100,0.4704,0.4704
2.6800,-0.3100,0.4701,0.4701
2.6900,-0.3100,0.4700,0.4700
2.7000,-0.3100,0.4700,0.4700
2.7100,-0.3100,0.4700,0.4700
2.7200,-0.3100,0.4700,0.4700
2.7300,-0.3100,0.4700,0.4700
2.7400,-0.3100,0.4701,0.4701
2.7500,-0.3100,0.4704,0.4704
2.7600,-0.3100,0.4708,0.4708
2.7700,-0.3100,0.4714,0.4714
2.7800,-0.3100,0.4722,0.4722
2.7900,-0.3100,0.4731,0.4731
2.8000,-0.3100,0.4743,0.4743
2.8100,-0.3100,0.4756,0.4756
2.8200,-0.3100,0.4771,0.4771
2.8300,-0.3100,0.4787,0.4787
2.8400,-0.3100,0.4805,0.4805
2.8500,-0.3100,0.4825,0.4825
2.8600,-0.3100,0.4846,0.4846
2.8700,-0.3100,0.4869,0.4869
2.8800,-0.3100,0.4894,0.4894
2.8900,-0.3100,0.4920,0.4920
2.9000,-0.3100,0.4948,0.4948
2.9100,-0.3100,0.4977,0.4977
2.9200,-0.3100,0.5000,0.5000
2.9300,-0.3100,0.5000,0.5000
2.9400,-0.3100,0.5000,0.5000
2.9500,-0.3100,0.5000,0.5000
2.9600,-0.3100,0.5000,0.5000
2.9700,-0.3100,0.5000,0.5000
2.9800,-0.3100,0.5000,0.5000
2.9900,-0.3100,0.5000,0.5000
3.0000,-0.3100,0.5000,0.5000
3.0100,-0.3100,0.5000,0.5000
3.0200,-0.3100,0.5000,0.5000
3.0300,-0.3100,0.5000,0.5000
3.0400,-0.3100,0.5000,0.5000
3.0500,-0.3100,0.5000,0.5000
3.0600,-0.3100,0.5000,0.5000
3.0700,-0.3100,0.5000,0.5000
3.0800,-0.3100,0.5000,0.5000
3.0900,-0.3000,0.5101,0.5101
3.1000,-0.3000,0.5103,0.5103
3.1100,-0.3000,0.5107,0.5107
3.1200,-0.3000,0.5113,0.5113
3.1300,-0.3000,0.5120,0.5120
3.1400,-0.3000,0.5129,0.5129
3.1500,-0.3000,0.5140,0.5140
3.1600,-0.3000,0.5152,0.5152
3.1700,-0.3000,0.5166,0.5166
3.1800,-0.3000,0.5181,0.5181
3.1900,-0.3000,0.5198,0.5198
3.2000,-0.3000,0.5200,0.5200
3.2100,-0.3000,0.5200,0.5200
3.2200,-0.2900,0.5239,0.5239
3.2300,-0.2900,0.5251,0.5251
3.2400,-0.2900,0.5265,0.5265
3.2500,-0.2900,0.5280,0.5280
3.2600,-0.2900,0.5265,0.5265
3.2700,-0.2900,0.5251,0.5251
3.2800,-0.2900,0.5239,0.5239
3.2900,-0.2900,0.5229,0.5229
3.3000,-0.2900,0.5220,0.5220
3.3100,-0.2900,0.5213,0.5213
3.3200,-0.2900,0.5207,0.5207
3.3300,-0.2900,0.5203,0.5203
3.3400,-0.2900,0.5201,0.5201
3.3500,-0.2900,0.5200,0.5200
3.3600,-0.2800,0.5300,0.5300
3.3700,-0.2800,0.5282,0.5282
3.3800,-0.2800,0.5259,0.5259
3.3900,-0.2800,0.5237,0.5237
3.4000,-0.2800,0.5217,0.5217
3.4100,-0.2800,0.5198,0.5198
3.4200,-0.2800,0.5181,0.5181
3.4300,-0.2800,0.5166,0.5166
3.4400,-0.2800,0.5152,0.5152
3.4500,-0.2700,0.5239,0.5239
3.4600,-0.2700,0.5229,0.5229
3.4700,-0.2700,0.5220,0.5220
3.4800,-0.2700,0.5213,0.5213
3.4900,-0.2700,0.5207,0.5207
3.5000,-0.2700,0.5203,0.5203
3.5100,-0.2700,0.5201,0.5201
3.5200,-0.2600,0.5300,0.5300
3.5300,-0.2600,0.5300,0.5300
3.5400,-0.2600,0.5297,0.5297
3.5500,-0.2600,0.5280,0.5280
3.5600,-0.2600,0.5265,0.5265
3.5700,-0.2600,0.5251,0.5251
3.5800,-0.2600,0.5239,0.5239
3.5900,-0.2500,0.5329,0.5329
3.6000,-0.2500,0.5315,0.5315
3.6100,-0.2500,0.5297,0.5297
3.6200,-0.2500,0.5280,0.5280
3.6300,-0.2500,0.5265,0.5265
3.6400,-0.2500,0.5251,0.5251
3.6500,-0.2500,0.5239,0.5239
3.6600,-0.2400,0.5329,0.5329
3.6700,-0.2400,0.5320,0.5320
3.6800,-0.2400,0.5313,0.5313
3.6900,-0.2400,0.5297,0.5297
3.7000,-0.2400,0.5280,0.5280
3.7100,-0.2400,0.5265,0.5265
3.7200,-0.2400,0.5251,0.5251
3.7300,-0.2400,0.5239,0.5239
3.7400,-0.2400,0.5229,0.5229
3.7500,-0.2300,0.5320,0.5320
3.7600,-0.2300,0.5313,0.5313
3.7700,-0.2300,0.5307,0.5307
3.7800,-0.2300,0.5303,0.5303
3.7900,-0.2300,0.5301,0.5301
3.8000,-0.2300,0.5297,0.5297
3.8100,-0.2300,0.5280,0.5280
3.8200,-0.2200,0.5364,0.5364
3.8300,-0.2200,0.5351,0.5351
3.8400,-0.2200,0.5339,0.5339
3.8500,-0.2200,0.5329,0.5329
3.8600,-0.2100,0.5420,0.5420
3.8700,-0.2100,0.5412,0.5412
3.8800,-0.2100,0.5407,0.5407
3.8900,-0.2100,0.5403,0.5403
3.9000,-0.2000,0.5494,0.5494
3.9100,-0.2000,0.5478,0.5478
3.9200,-0.2000,0.5463,0.5463
3.9300,-0.2000,0.5450,0.5450
3.9400,-0.2000,0.5438,0.5438
3.9500,-0.1900,0.5528,0.5528
3.9600,-0.1900,0.5519,0.5519
3.9700,-0.1900,0.5512,0.5512
3.9800,-0.1900,0.5507,0.5507
3.9900,-0.1900,0.5503,0.5503
4.0000,-0.1800,0.5601,0.5601
4.0100,-0.1800,0.5592,0.5592
4.0200,-0.1800,0.5576,0.5576
4.0300,-0.1800,0.5562,0.5562
4.0400,-0.1700,0.5648,0.5648
4.0500,-0.1700,0.5637,0.5637
4.0600,-0.1600,0.5727,0.5727
4.0700,-0.1600,0.5719,0.5719
4.0800,-0.1600,0.5708,0.5708
4.0900,-0.1600,0.5691,0.5691
4.1000,-0.1500,0.5774,0.5774
4.1100,-0.1500,0.5760,0.5760
4.1200,-0.1500,0.5748,0.5748
4.1300,-0.1400,0.5836,0.5836
4.1400,-0.1400,0.5826,0.5826
4.1500,-0.1400,0.5818,0.5818
4.1600,-0.1400,0.5812,0.5812
4.1700,-0.1300,0.5907,0.5907
4.1800,-0.1300,0.5903,0.5903
4.1900,-0.1300,0.5901,0.5901
4.2000,-0.1200,0.5987,0.5987
4.2100,-0.1200,0.5972,0.5972
4.2200,-0.1200,0.5958,0.5958
4.2300,-0.1100,0.6041,0.6041
4.2400,-0.1100,0.6021,0.6021
4.2500,-0.1100,0.6004,0.6004
4.2600,-0.1000,0.6086,0.6086
4.2700,-0.1000,0.6071,0.6071
4.2800,-0.0900,0.6157,0.6157
4.2900,-0.0900,0.6145,0.6145
4.3000,-0.0900,0.6134,0.6134
4.3100,-0.0800,0.6225,0.6225
4.3200,-0.0800,0.6217,0.6217
4.3300,-0.0800,0.6211,0.6211
4.3400,-0.0700,0.6306,0.6306
4.3500,-0.0700,0.6303,0.6303
4.3600,-0.0700,0.6301,0.6301
4.3700,-0.0600,0.6398,0.6398
4.3800,-0.0600,0.6368,0.6368
4.3900,-0.0500,0.6433,0.6433
4.4000,-0.0500,0.6404,0.6404
4.4100,-0.0500,0.6376,0.6376
4.4200,-0.0400,0.6446,0.6446
4.4300,-0.0400,0.6422,0.6422
4.4400,-0.0400,0.6398,0.6398
4.4500,-0.0300,0.6473,0.6473
4.4600,-0.0300,0.6432,0.6432
4.4700,-0.0300,0.6393,0.6393
4.4800,-0.0200,0.6446,0.6446
4.4900,-0.0200,0.6409,0.6409
4.5000,-0.0200,0.6374,0.6374
4.5100,-0.0100,0.6433,0.6433
4.5200,-0.0100,0.6400,0.6400
4.5300,-0.0100,0.6368,0.6368
4.5400,0.0000,0.6433,0.6433
4.5500,0.0000,0.6404,0.6404
4.5600,0.0000,0.6376,0.6376
4.5700,0.0100,0.6446,0.6446
4.5800,0.0100,0.6422,0.6422
4.5900,0.0100,0.6398,0.6398
4.6000,0.0200,0.6473,0.6473
4.6100,0.0200,0.6432,0.6432
4.6200,0.0200,0.6393,0.6393
4.6300,0.0300,0.6446,0.6446
4.6400,0.0300,0.6409,0.6409
4.6500,0.0300,0.6374,0.6374
4.6600,0.0400,0.6433,0.6433
4.6700,0.0400,0.6400,0.6400
4.6800,0.0400,0.6368,0.6368
4.6900,0.0500,0.6433,0.6433
4.7000,0.0500,0.6404,0.6404
4.7100,0.0600,0.6473,0.6473
4.7200,0.0600,0.6446,0.6446
4.7300,0.0600,0.6422,0.6422
4.7400,0.0700,0.6495,0.6495
4.7500,0.0700,0.6473,0.6473
4.7600,0.0800,0.6550,0.6550
4.7700,0.0800,0.6524,0.6524
4.7800,0.0800,0.6485,0.6485
4.7900,0.0900,0.6539,0.6539
4.8000,0.0900,0.6503,0.6503
4.8100,0.0900,0.6467,0.6467
4.8200,0.1000,0.6527,0.6527
4.8300,0.1000,0.6495,0.6495
4.8400,0.1000,0.6463,0.6463
4.8500,0.1100,0.6529,0.6529
4.8600,0.1100,0.6500,0.6500
4.8700,0.1100,0.6473,0.6473
4.8800,0.1200,0.6543,0.6543
4.8900,0.1200,0.6519,0.6519
4.9000,0.1300,0.6589,0.6589
4.9100,0.1300,0.6558,0.6558
4.9200,0.1300,0.6524,0.6524
4.9300,0.1400,0.6577,0.6577
4.9400,0.1400,0.6539,0.6539
4.9500,0.1500,0.6596,0.6596
4.9600,0.1500,0.6561,0.6561
4.9700,0.1500,0.6527,0.6527
4.9800,0.1600,0.6589,0.6589
4.9900,0.1600,0.6558,0.6558
5.0000,0.1700,0.6624,0.6624
5.0100,0.1700,0.6596,0.6596
5.0200,0.1700,0.6569,0.6569
5.0300,0.1800,0.6640,0.6640
5.0400,0.1800,0.6616,0.6616
5.0500,0.1900,0.6690,0.6690
5.0600,0.1900,0.6669,0.6669
5.0700,0.1900,0.6649,0.6649
5.0800,0.2000,0.6708,0.6708
5.0900,0.2000,0.6669,0.6669
5.1000,0.2100,0.6725,0.6725
5.1100,0.2100,0.6690,0.6690
5.1200,0.2200,0.6739,0.6739
5.1300,0.2200,0.6716,0.6716
5.1400,0.2200,0.6684,0.6684
5.1500,0.2300,0.6749,0.6749
5.1600,0.2300,0.6720,0.6720
5.1700,0.2400,0.6749,0.6749
5.1800,0.2400,0.6762,0.6762
5.1900,0.2500,0.6725,0.6725
5.2000,0.2500,0.6762,0.6762
5.2100,0.2600,0.6708,0.6708
5.2200,0.2600,0.6747,0.6747
5.2300,0.2600,0.6788,0.6788
5.2400,0.2700,0.6739,0.6739
5.2500,0.2700,0.6782,0.6782
5.2600,0.2800,0.6713,0.6713
5.2700,0.2800,0.6737,0.6737
5.2800,0.2900,0.6666,0.6666
5.2900,0.2900,0.6692,0.6692
5.3000,0.3000,0.6624,0.6624
5.3100,0.3000,0.6654,0.6654
5.3200,0.3100,0.6589,0.6589
5.3300,0.3100,0.6622,0.6622
5.3400,0.3200,0.6558,0.6558
5.3500,0.3200,0.6589,0.6589
5.3600,0.3300,0.6527,0.6527
5.3700,0.3300,0.6561,0.6561
5.3800,0.3400,0.6503,0.6503
5.3900,0.3400,0.6539,0.6539
5.4000,0.3500,0.6485,0.6485
5.4100,0.3500,0.6524,0.6524
5.4200,0.3600,0.6473,0.6473
5.4300,0.3600,0.6515,0.6515
5.4400,0.3700,0.6469,0.6469
5.4500,0.3700,0.6513,0.6513
5.4600,0.3800,0.6467,0.6467
5.4700,0.3800,0.6503,0.6503
5.4800,0.3900,0.6446,0.6446
5.4900,0.3900,0.6485,0.6485
5.5000,0.4000,0.6432,0.6432
5.5100,0.4100,0.6382,0.6382
5.5200,0.4100,0.6425,0.6425
5.5300,0.4200,0.6379,0.6379
5.5400,0.4200,0.6424,0.6424
5.5500,0.4300,0.6382,0.6382
5.5600,0.4300,0.6430,0.6430
5.5700,0.4400,0.6393,0.6393
5.5800,0.4500,0.6357,0.6357
5.5900,0.4500,0.6409,0.6409
5.6000,0.4600,0.6378,0.6378
5.6100,0.4700,0.6350,0.6350
5.6200,0.4700,0.6406,0.6406
5.6300,0.4800,0.6382,0.6382
5.6400,0.4900,0.6360,0.6360
5.6500,0.4900,0.6420,0.6420
5.6600,0.5000,0.6403,0.6403
5.6700,0.5100,0.6388,0.6388
5.6800,0.5200,0.6376,0.6376
5.6900,0.5300,0.6366,0.6366
5.7000,0.5400,0.6359,0.6359
5.7100,0.5400,0.6428,0.6428
5.7200,0.5500,0.6425,0.6425
5.7300,0.5600,0.6425,0.6425
5.7400,0.5700,0.6425,0.6425
5.7400,0.5800,0.6355,0.6355
5.7500,0.5900,0.6359,0.6359
5.7600,0.6000,0.6366,0.6366
5.7700,0.6100,0.6376,0.6376
5.7700,0.6200,0.6311,0.6311
5.7800,0.6300,0.6325,0.6325
5.7800,0.6400,0.6262,0.6262
5.7900,0.6500,0.6280,0.6280
5.7900,0.6600,0.6220,0.6220
5.7900,0.6700,0.6161,0.6161
5.8000,0.6800,0.6185,0.6185
5.8000,0.6900,0.6128,0.6128
5.8100,0.7000,0.6156,0.6156
5.8100,0.7100,0.6102,0.6102
5.8200,0.7200,0.6134,0.6134
5.8200,0.7300,0.6083,0.6083
5.8200,0.7400,0.6033,0.6033
5.8300,0.7500,0.6071,0.6071
5.8300,0.7600,0.6024,0.6024
5.8400,0.7700,0.6066,0.6066
5.8400,0.7800,0.6021,0.6021
5.8400,0.7900,0.5978,0.5978
5.8500,0.8000,0.6026,0.6026
5.8500,0.8100,0.5986,0.5986
5.8500,0.8200,0.5946,0.5946
5.8600,0.8300,0.6001,0.6001
5.8600,0.8400,0.5964,0.5964
5.8700,0.8500,0.6023,0.6023
5.8700,0.8600,0.5989,0.5989
5.8700,0.8700,0.5957,0.5957
5.8800,0.8800,0.6021,0.6021
5.8800,0.8900,0.5992,0.5992
5.8800,0.9000,0.5964,0.5964
5.8900,0.9100,0.6034,0.6034
5.8900,0.9200,0.6009,0.6009
5.8900,0.9300,0.5986,0.5986
5.9000,0.9400,0.6061,0.6061
5.9000,0.9500,0.6041,0.6041
5.9000,0.9600,0.6021,0.6021
5.9000,0.9700,0.6004,0.6004
5.9100,0.9800,0.6086,0.6086
5.9100,0.9900,0.6071,0.6071
5.9100,1.0000,0.6058,0.6058
5.9200,1.0100,0.6145,0.6145
5.9200,1.0200,0.6134,0.6134
5.9200,1.0300,0.6125,0.6125
5.9300,1.0400,0.6217,0.6217
5.9300,1.0500,0.6211,0.6211
5.9300,1.0600,0.6206,0.6206
5.9300,1.0700,0.6203,0.6203
5.9400,1.0800,0.6301,0.6301
5.9400,1.0900,0.6300,0.6300
5.9400,1.1000,0.6300,0.6300
5.9400,1.1100,0.6300,0.6300
5.9500,1.1200,0.6400,0.6400
5.9500,1.1300,0.6400,0.6400
5.9500,1.1400,0.6400,0.6400
5.9600,1.1500,0.6500,0.6500
5.9600,1.1600,0.6500,0.6500
5.9600,1.1700,0.6500,0.6500
5.9600,1.1800,0.6500,0.6500
5.9700,1.1900,0.6600,0.6600
5.9700,1.2000,0.6600,0.6600
5.9700,1.2100,0.6600,0.6600
5.9700,1.2200,0.6600,0.6600
5.9700,1.2300,0.6600,0.6600
5.9800,1.2400,0.6701,0.6701
5.9800,1.2500,0.6703,0.6703
5.9800,1.2600,0.6706,0.6706
5.9800,1.2700,0.6710,0.6710
5.9900,1.2800,0.6816,0.6816
5.9900,1.2900,0.6823,0.6823
5.9900,1.3000,0.6831,0.6831
5.9900,1.3100,0.6841,0.6841
6.0000,1.3200,0.6951,0.6951
6.0000,1.3300,0.6963,0.6963
6.0000,1.3400,0.6976,0.6976
6.0000,1.3500,0.6991,0.6991
6.0100,1.3600,0.7105,0.7105
6.0100,1.3700,0.7122,0.7122
6.0100,1.3800,0.7139,0.7139
6.0100,1.3900,0.7158,0.7158
6.0100,1.4000,0.7179,0.7179
6.0200,1.4100,0.7298,0.7298
6.0200,1.4200,0.7320,0.7320
6.0200,1.4300,0.7343,0.7343
6.0200,1.4400,0.7368,0.7368
6.0300,1.4500,0.7490,0.7490
6.0300,1.4600,0.7516,0.7516
6.0300,1.4700,0.7544,0.7544
6.0300,1.4800,0.7573,0.7573
6.0400,1.4900,0.7698,0.7698
6.0400,1.5000,0.7728,0.7728
6.0400,1.5100,0.7760,0.7760
